Date,Message,Permalink,Platform,Type
2021-09-24T22:46:51Z,"We wish everyone a safe & enjoyable day full of love, peace and togetherness. #mmamv",https://www.facebook.com/MMAMVAUSTRALIA/posts/398841395169628,facebook,PostedOnFacebookActivity
2021-03-05T23:05:50Z,"Under the Wire is very excited to be speaking with Del Bigtree from ICAN and The HighWire! This will be a live event and not to be missed! Del Bigtree is one of the preeminent voices of the Vaccine Risk Awareness Movement. His career as an Emmy winning producer of the CBS talk show, The Doctors, changed profoundly when he produced the documentary, Vaxxed: From Cover-up to Catastrophe, which is credited with igniting a revolution against pharmaceutical tyranny around the world. Now Del’s internet news show, The HighWire, is the fastest-growing program in the natural health arena with over 75 million views. His non-profit, the Informed Consent Action Network, or ICAN, is leading worldwide investigations into drug and vaccine fraud that have already resulted in multiple winning lawsuits against US Government agencies Health and Human Services, National Institutes of Health, CDC and FDA. But Del is probably best known for his powerful speeches that weave shocking truth, searing wit and dynamic passion into an experience that is often described as electrifying.",https://www.facebook.com/MMAMVAUSTRALIA/posts/267711694949266,facebook,SharedAPostOnFacebookActivity
2022-02-01T02:30:45Z,The live has finished sooo.. where is he?,https://www.facebook.com/MMAMVAUSTRALIA/videos/308478607770512/?comment_id=944702326412546,facebook,CommentedOnFacebookActivity
2021-06-21T04:22:56Z,Craig Kelly MP’s Bill submission speech today at Australian Parliament House Canberra. Well said.,https://www.facebook.com/MMAMVAUSTRALIA/posts/336772174709884,facebook,SharedAPostOnFacebookActivity
2022-02-06T04:21:12Z,Bit of congestion around Canberra Airport this morning. Sorry to all who’s flights were delayed.,https://www.facebook.com/MMAMVAUSTRALIA/posts/482331606820606,facebook,PostedOnFacebookActivity
2021-11-03T21:04:20Z,Thank you London!!!,https://www.facebook.com/MMAMVAUSTRALIA/posts/424386085948492,facebook,PostedOnFacebookActivity
2022-02-07T11:24:13Z,Hahaha,https://www.facebook.com/MMAMVAUSTRALIA/videos/433760755202851/?comment_id=433777405201186,facebook,CommentedOnFacebookActivity
2021-05-28T02:24:13Z,Massive shout to the NSW Freedom Keepers. See you all tomorrow!! Australia wide - let’s do this!!,https://www.facebook.com/MMAMVAUSTRALIA/posts/321941086192993,facebook,SharedAPostOnFacebookActivity
2021-05-25T22:55:20Z,"It’s official! Max Igan will be speaking on the Gold Coast. Max is a veteran researcher, filmmaker, political activist, artist, speaker, and author, who currently resides in a remote valley in Southern Queensland. Max originally restricted himself to his Crowhouse podcasts, preferring the relative anonymity of this particular medium but, fortunately for us, the popularity of his broadcasts led to numerous invitations to speak at events across the globe. Max has now been sharing his insights and observations with live audiences for a number of years, and has also produced two full-length films, The Awakening in 2011, and Trance-Formation in 2012, both of which have been widely acclaimed and watched by well over one million viewers worldwide.",https://www.facebook.com/MMAMVAUSTRALIA/posts/320597832993985,facebook,PostedOnFacebookActivity
2021-08-29T10:39:11Z,"↪️ Please share Following the overwhelming response from our last video, we now bring you Episode 2. Within the first 24 hours after getting the jab, Cathy Feenan mum was paralysed, which ultimately led to her death 23 days later. The death certificate states immunisation is one of the causes of death. We also cover a fit, vibrant, 21-year-old man Ronnie Ayoub from Greenacre, NSW. Ronnie was forced into getting the jab so that he could go back to work, and get back to a normal life. Ronnie experienced a denial of links to the jab by health professionals, blaming his mental health. We now have three victims with a neurological disorder where it has been blamed on mental health. We will be bringing you the third story next week. Our hearts go out to these victims and their families, and we hope this episode will help to continue raising awareness across our community and beyond. Please like and share this, helping to spread these stories far and wide, and give these people a voice!",https://www.facebook.com/MMAMVAUSTRALIA/posts/381762460210855,facebook,SharedAPostOnFacebookActivity
2021-11-02T10:03:20Z,Sprocket Smith we need the “next” thing it happen. It usually does. Once in a life time snow storm? Alien invasion? Bush fires? Surely something will happen soon and all of a sudden everyone forgets “covid” 🤷🏻‍♂️ That’s still my hope anyway.,https://www.facebook.com/MMAMVAUSTRALIA/videos/261124215977642/?comment_id=261142092642521&reply_comment_id=261162082640522,facebook,CommentedOnFacebookActivity
2021-12-29T01:17:29Z,Cultural education with Uncle Bruce,https://www.facebook.com/MMAMVAUSTRALIA/videos/1767465930117049/,facebook,PostedOnFacebookActivity
2021-09-28T00:41:35Z,"This Friday, 1st October at 11am multiple industries will be coming together to show the world through a silent demonstration that our human rights are being violated. United We Stand to Reclaim The Line. For those who cannot attend in person, there will be alternative options to participate. Further information to come over the following days. Legal. Peaceful. Safe. Silent. #ReclaimTheLine #HealthUnite #EducationUnite #FireandRescueUnite #JusticeUnite #CommunityServicesUnite #ParamedicsUnite #ConstructionUnite #GovernmentWorkersUnite #EveryoneUnite",https://www.facebook.com/MMAMVAUSTRALIA/posts/400793898307711,facebook,PostedOnFacebookActivity
2022-01-07T08:59:58Z,"Uncle Max Harrison, what a special special one of kind man. It was an honour to be able to say one final goodbye to you today and hear the amazing stories from your family and friends. Thank you for sharing you humour, your love, your passion and your knowledge with me and so many other people. Thank you for having my back, all the encouragement you gave and leading our marches where they needed to go. I’ll treasure our last moments together on stage and seeing 100,000 people laugh with you, feel your every word and fall in love with you. I’ll also never forget your pep talk to all the speakers before we started “take as long as you want, feel it and speak from the heart.” Your knowledge, wisdom and lessons will live on forever. Much love again to all your family and friends. Through the mother. #giveitawaytokeepit #unclemaxharrison",https://www.facebook.com/MMAMVAUSTRALIA/posts/463946815325752,facebook,PostedOnFacebookActivity
2021-11-17T09:35:44Z,Dayle English put one on in your area and we will help spread the word 😊,https://www.facebook.com/MMAMVAUSTRALIA/posts/432627231791044?comment_id=432744015112699&reply_comment_id=432759005111200,facebook,CommentedOnFacebookActivity
2021-10-13T22:41:48Z,"This kind of brings me back to 2019 when Miss Samoa was giving Samoans the MMR to encourage more people. If a free sausage and a chance to meet a footy player convinces people to get the juice I honestly feel sorry for them. Is that how we should bribe people to not get the juice? At our rallies I’ve ran into Olympians, TV personalities, Models, and athletes from the NRL, super rugby, NBL, Surfers, Cricket players, boxers and probably many others I didn’t recognise or that didn’t say hello. So yeah maybe we go and steal that sales pitch “come and be a pure blood with some sporting legends”. I’ll work on the sangas.",https://www.facebook.com/MMAMVAUSTRALIA/posts/411085350611899,facebook,PostedOnFacebookActivity
2021-08-08T22:55:05Z,Heather Jane yes if you say so. And what if you say LETS MAKE A ROAD TRIP!!! ? This is our future and history we're talking about. ,https://www.facebook.com/MMAMVAUSTRALIA/posts/367630794957355?comment_id=367657678288000&reply_comment_id=368731588180609,facebook,CommentedOnFacebookActivity
2022-02-05T00:33:33Z,Canberra March. Coming to OPH #convoytocanberra,https://www.facebook.com/MMAMVAUSTRALIA/videos/475301540900335/,facebook,PostedOnFacebookActivity
2021-11-10T08:15:33Z,Cody Bryce Gold Coast and Sunshine Coast ,https://www.facebook.com/MMAMVAUSTRALIA/posts/427159922337775?comment_id=427738118946622&reply_comment_id=428335098886924,facebook,CommentedOnFacebookActivity
2021-09-27T07:24:36Z,Powerful!! And my thoughts only - that seeing them all there in silence and wearing masks actually made their message more powerful and much easier for the “mainstream” to hear in this very moment.,https://www.facebook.com/MMAMVAUSTRALIA/posts/400311101689324,facebook,PostedOnFacebookActivity
2021-11-10T12:27:31Z,Kazz Harriott they call themselves “cops 4 covid truth” 🤷🏻‍♂️ I’ve never known the word cops to be disrespectful and I assume since they call themselves cops that they don’t either.,https://www.facebook.com/MMAMVAUSTRALIA/videos/2976347902614568/?comment_id=2976386852610673&reply_comment_id=604546684228302,facebook,CommentedOnFacebookActivity
2021-04-27T23:05:04Z,"The last thing standing between innocent children and industry corruption, are parents. And it seems the last thing standing between unity amongst us, is the media. Do not be misled on who is responsible for this global crisis. Do not be misled on who is causing the true carnage amongst the human race. See for yourself. There is no need for division, or hate. Only simple discussion, awareness, education & informed consent. If you would like your consent to matter, stand with us. Millions March Against Mandatory Vaccinations. 29th May 2021",https://www.facebook.com/MMAMVAUSTRALIA/posts/302580678129034,facebook,SharedAPostOnFacebookActivity
2021-05-29T12:22:11Z,The rain did not deter us today! Well done Perth!! 🤗,https://www.facebook.com/MMAMVAUSTRALIA/posts/322859256101176,facebook,SharedAPostOnFacebookActivity
2022-01-25T02:26:49Z,Renee Simkus across the park from there. It’s the white building in the background,https://www.facebook.com/MMAMVAUSTRALIA/videos/276597947733370/?comment_id=276614764398355&reply_comment_id=276615404398291,facebook,CommentedOnFacebookActivity
2021-10-20T09:54:47Z,Massive shoutout to the amazing @awokencanberra crew!!! #mmamv,https://www.facebook.com/MMAMVAUSTRALIA/posts/415277543526013,facebook,PostedOnFacebookActivity
2022-01-31T02:20:08Z,Sorry,https://www.facebook.com/MMAMVAUSTRALIA/videos/473547454353451/?comment_id=156439863401124,facebook,CommentedOnFacebookActivity
2022-01-28T22:26:57Z,Gold Coast is on their way to Canberra!! Thanks Dave. #ConvoyForFreedom2022 #ConvoyToCanberra,https://www.facebook.com/MMAMVAUSTRALIA/posts/477134414006992,facebook,PostedOnFacebookActivity
2022-01-24T06:33:16Z,"Imagine that you take your child to the river one day... When you find your spot in the sand you notice there are several people there, but many of them are not in the water. You think to yourself, I wonder why so many people are out of the water. Despite your brief, concerning observation, you proceed to go into the water with your child. As you're sitting at the edge watching your child play in the water a few feet away, you suddenly realize a large crocodile within inches of them. You begin to panic. You know there is no way you will make it to your child before the croc attacks. You watch in horror as your child is injured or killed by the croc. Instantly, you regret your decision to let your child go into the water, but it's too late, because the damage has already been done... Now imagine if after the attack, you find out others at the creek knew there was a dangerous croc in the water, which is the reason many people weren't in the water. How would you feel? Would you be hurt and confused that no one cared enough about you or your child to mention the danger? Would you spend the rest of your life knowing the incident (injury or death) could have been avoided if someone had just warned you? Would you live with regret for not asking the people around you why so many of them were staying out of the water? Would you also be frustrated with yourself for not digging deeper after the initial observation of realizing there were many people, who for some reason, were staying out of the water? Let's say someone did warn you ahead of time...what would you do? Would you have stayed out of the water and avoided the croc completely? Would you have proceeded into the water cautiously? Would you have warned new-comers that there was a dangerous croc in the water? Let's say you allowed your child to play in the water knowing there was a croc...if your child didn't get attacked (injured or killed), would that make the croc-infested water any less dangerous? Would the water be safer just because your child wasn't immediately affected by the danger in the water? Would the croc be less of a threat just because it didn't immediately injure or kill your child? The croc is still there, whether it causes immediate damage/death or not. The possibility of a croc attack still exists. Therefore, the danger is still present because the croc is dangerous. Add to that there is a “lifeguard” near by who knows the croc is there but instead starts screaming at people to jump in the water to get away from the blow flies. Now... think of vaccines as being the croc and the doctor as being the “lifeguard. I refuse to be the person who sits silently on the edge and doesn't take the time to warn others about the croc in the water. If you don’t want to hear about the croc, then move along. You can’t speak for everyone and most parents want to be warned. 🐊",https://www.facebook.com/MMAMVAUSTRALIA/posts/474380094282424,facebook,PostedOnFacebookActivity
2022-02-11T04:38:51Z,The boys are back in town!!,https://www.facebook.com/MMAMVAUSTRALIA/posts/485472073173226,facebook,PostedOnFacebookActivity
2022-01-29T02:04:50Z,Wow thanks @the.australian your work is tremendous. Do you not even read what you write or look at? nsw freedomkeepers #justasking campaign was not my campaign but definitely one I supported. How is getting people to ask their questions bad in any way? Why is it that you’re not asking questions and instead have become an advertising mouth piece for the government? Time for you to start looking into all the adverse reactions and deaths to this jabbie and taking responsibility to lying and deceiving the people for so long! I don’t earn a cent for each person not vaccinated. How much you getting paid to do the governments dirty work?,https://www.facebook.com/MMAMVAUSTRALIA/posts/477208723999561,facebook,PostedOnFacebookActivity
2021-08-14T00:31:15Z,What does this tell you alot about the people in charge of your health and ability to earn a living? https://youtu.be/SlZgvY-zHIc,https://www.facebook.com/MMAMVAUSTRALIA/posts/372010747852693,facebook,PostedOnFacebookActivity
2021-05-10T06:56:47Z,Is this poster still shadow banned with the fluffy cats?? 🤣😂,https://www.facebook.com/MMAMVAUSTRALIA/posts/310491164004652,facebook,SharedAPostOnFacebookActivity
2021-10-24T20:23:36Z,"“You can't mandate something with a risk of serious harm or death. For the government to do so is immoral. For a doctor to endorse such a policy is immoral and unethical, and quite frankly stupid. This should be self-evident. Furthermore, the vaccines do not reduce transmission to a degree significant enough to support such an argument. Not even close. The vaccine program is essential to the management of this pandemic. But mandating them for ANY sector in the community is WRONG” - Dr Anthony Dique",https://www.facebook.com/MMAMVAUSTRALIA/posts/418083323245435,facebook,PostedOnFacebookActivity
2022-02-03T13:07:49Z,Trish Drew map questacon or national library.,https://www.facebook.com/MMAMVAUSTRALIA/posts/480363860350714?comment_id=480365960350504&reply_comment_id=480546410332459,facebook,CommentedOnFacebookActivity
2022-02-09T08:38:40Z,Camp drive through,https://www.facebook.com/MMAMVAUSTRALIA/videos/1245116255977613/,facebook,PostedOnFacebookActivity
2021-11-23T09:46:33Z,Meet your Sydney speakers,https://www.facebook.com/MMAMVAUSTRALIA/videos/671082707238692/,facebook,PostedOnFacebookActivity
2021-11-25T23:21:29Z,Our largest event to date. Is tomorrow the day we finally pull off 1 million marchers across Australia? Let’s do this!!! Stand strong. Be loud. And show them we are not backing down. #mmamv #reclaimtheline #freedomkeepersunited,https://www.facebook.com/MMAMVAUSTRALIA/posts/438083217912112,facebook,PostedOnFacebookActivity
2022-02-06T14:12:01Z,"Jeannette Savill not quite correct. At the moment everyone could leave where they were, they can’t actually re enter. Also we don’t discriminate. If someone got the vaccine because they were coerced to do so, or got injured from it, or don’t want 100 more of them, why would they not want to join us and fight against MANDATES. Where not fighting to ban vaccines or lock out the vaccinated. We are only fighting for them not to be forced on us.",https://www.facebook.com/MMAMVAUSTRALIA/posts/482331606820606?comment_id=482494716804295&reply_comment_id=482589860128114,facebook,CommentedOnFacebookActivity
2021-11-27T07:51:41Z,"Sydney done showed showed up!!! Such a magic moment to share with a few people that have had my back from the moment we met each other. Such an honour and a privilege to share this space with some true champions to this cause. Together and individually we’ve come so far to get to this moment. @tays_way__ @romeo.georges @stevie_nupier @frankie_winterstein And everyone standing behind us. You’re all valued and needed so much. Whether this was your first event, or if you’ve been to them all. I love and appreciate every one of you! ❤️ #mmamv #freedomkeepersunited",https://www.facebook.com/MMAMVAUSTRALIA/posts/438877757832658,facebook,PostedOnFacebookActivity
2021-05-29T11:37:50Z,Amazing turnout in Sydney! Thank you to all the speakers and organisers! Keep it up! Stand UP Australia! 🙏☮❤🌞 #MMAMV #IDONOTCONSENT #mmamcv #millionsmarch #sydney #Australia #StandInThePark,https://www.facebook.com/MMAMVAUSTRALIA/posts/322825329437902,facebook,SharedAPostOnFacebookActivity
2021-10-22T01:49:17Z,"My name is Chantal, I'm a 37 year old Police Officer from Western Australia and I had a severe reaction after receiving the Pfizer vaccine. To the people who threatened me with defamation charges and disciplinary action for telling my story, I am disappointed. I'm disappointed that your priority is to silence me for your own ego and agenda rather than ask if I'm ok and offer me any help! At no time have you asked if I'm ok or cared for a second about my health or welfare. You decided that putting me under more stress, when that stress can cause further risk to my life is your priority. It makes me question humanity and how any person can have such a lack of empathy towards another. If defamation and disciplinary action is what you deem suitable than I'm not afraid. I've done nothing wrong, I did what you wanted and look what happened. No one has the right to take away anyone else's experiences or tell them how they should feel. Please believe me when I say, there is nothing that you can do to me that will even compare to what I am currently experiencing. Treating someone in this way is never ok and if people can take any lesson away from this then please stand up for yourself. Set standards as to how you should be treated and don't ever be silent if someone is treating you poorly regardless of their relationship to you. Within 10 minutes of getting the Pfizer vaccine, I got vertigo and nausea and within 15 minutes I had hives all over me. The doctor and ambulance officer got the rash under control but as soon as I got home I had a fever, chills and felt very unwell. For the following 3.5 weeks I suffered rashes every day, fevers as high as 39.7, aching muscles, flu like symptoms, nausea, vomiting, diarrhea, pressure in my sinuses and a cough so bad that it felt like my blood vessels were going to explode in my face. Some days I cried because I thought I was going to die. I was so sick. When I thought I was starting to get better, I still had extreme fatigue and was constantly light headed. I was admitted to hospital. I was taken for more tests which showed that the main artery to my brain had a rupture and I had suffered a mini stroke (TIA).",https://www.facebook.com/MMAMVAUSTRALIA/posts/416319596755141,facebook,PostedOnFacebookActivity
2021-12-27T00:32:52Z,,https://www.facebook.com/MMAMVAUSTRALIA/videos/215873460736865/,facebook,PostedOnFacebookActivity
2021-11-29T03:10:04Z,MMAMV Sunshine Coast #freedomfest #mmamv,https://www.facebook.com/MMAMVAUSTRALIA/posts/439958727724561,facebook,PostedOnFacebookActivity
2021-10-01T06:22:13Z,When police stand with the people. NSW / QLD border.,https://www.facebook.com/MMAMVAUSTRALIA/posts/402840854769682,facebook,SharedAPostOnFacebookActivity
2022-02-12T11:29:53Z,Mary Brentoni he wasn’t allowed to be there unfortunately due to bail conditions.,https://www.facebook.com/MMAMVAUSTRALIA/videos/690876928933114/?comment_id=690885522265588&reply_comment_id=372918118008622,facebook,CommentedOnFacebookActivity
2022-01-14T15:27:15Z,Simmy LouWho we hope so,https://www.facebook.com/MMAMVAUSTRALIA/posts/468300468223720?comment_id=468326054887828&reply_comment_id=468376614882772,facebook,CommentedOnFacebookActivity
2021-11-11T09:00:37Z,Happy to announce that @reclaimtheline will be joining forces and putting their support behind Millions March on the 27th November nation wide. Our joint message and fight against mandates made this a natural alignment. Let’s all unite and make magic on Saturday 27th November. The time has come!!! #reclaimtheline #mmamv #thetimehascome,https://www.facebook.com/MMAMVAUSTRALIA/posts/429016218818812,facebook,PostedOnFacebookActivity
2021-05-11T00:59:02Z,"It’s so hard to put what Stevie Nupier brings to the table into words. Her soul is able to lighten a room without saying a word. When she speaks she is able to show you a power inside yourself you didn’t know was there. Speaking from the heart always, Stevie brings hope, passion and drive to everyone that hears her. A long time voice in the movement Stevie stands for truth and leads with love and not fear. We are so happy to announce once again that Stevie will be marching with you and speaking again in Sydney on the 29th of May.",https://www.facebook.com/MMAMVAUSTRALIA/posts/310987273955041,facebook,SharedAPostOnFacebookActivity
2021-11-17T23:20:24Z,"“Yaama we need to stand up for our rights. STOP, the injustices, racism, discrimination, genocide, dictatorship, capitalism, corporate companies and system that is controlling our lives.” - @bruceshillingsworth . Uncle Bruce is along time advocate who will not be silenced. He is a voice for the people, a voice for Mother Earth and voice for those that have not been heard. We are so thankful that Uncle will be joining us on the 27th November at Hyde Park and cannot wait to hear him speak for us all. #mmamv #reclaimtheline #freedomkeepersunited",https://www.facebook.com/MMAMVAUSTRALIA/posts/433136841740083,facebook,PostedOnFacebookActivity
2022-01-05T22:02:09Z,"Welcome to Australia Novak Djokovic. The only country around where you can’t even work with an exemption. If you had covid they’d let you in (like they let in many others). Our PM also believes that somehow in some magical place that people had vaccine exemptions 2 years ago (long before there was any vaccine) 🤔 Now listen Scott, no we do not want special rules. We want exactly what you said - the same rules as everyone else. Is that so hard to figure out?",https://www.facebook.com/MMAMVAUSTRALIA/posts/463128498740917,facebook,PostedOnFacebookActivity
2021-12-26T00:26:32Z,Live from old Parliament House Canberra,https://www.facebook.com/MMAMVAUSTRALIA/videos/862391351084925/,facebook,PostedOnFacebookActivity
2021-11-24T07:19:26Z,Helen Case ,https://www.facebook.com/MMAMVAUSTRALIA/posts/436868568033577?comment_id=437033961350371&reply_comment_id=437051371348630,facebook,CommentedOnFacebookActivity
2021-05-01T05:40:42Z,Sydney!! The first man to exercise his rights during the lockdowns in 2020 is BACK!!! Victor Tey the man behind @exercisingmyrights is returning to his old stomping grounds. Catch him in Sydney at Hyde Park on the 29th of May. Millions March against Mandatory Covid Vaccinations. #mmamv #mmamcv,https://www.facebook.com/MMAMVAUSTRALIA/posts/304699917917110,facebook,SharedAPostOnFacebookActivity
2021-03-13T07:39:55Z,Here’s one for all you smokers out there. They are now saying it’s better for your heart to get the flu shot than to stop smoking 🤣😂,https://www.facebook.com/MMAMVAUSTRALIA/posts/272650461122056,facebook,SharedAPostOnFacebookActivity
2022-01-09T09:38:53Z,,https://www.facebook.com/MMAMVAUSTRALIA/videos/507066827285148/,facebook,PostedOnFacebookActivity
2022-02-11T13:15:44Z,Alistair Steer-Kemp I believe a lot will leave Sunday. Police will then bribe / threaten for maybe Monday : Tuesday. And then get messy Wednesday if there is still a lot of people. I don’t believe there is any chance of the people remaining there.,https://www.facebook.com/MMAMVAUSTRALIA/videos/539073077642367/?comment_id=539075367642138&reply_comment_id=539212724295069,facebook,CommentedOnFacebookActivity
2021-09-06T23:06:13Z,,https://www.facebook.com/MMAMVAUSTRALIA/posts/387251279661973,facebook,PostedOnFacebookActivity
2022-02-08T09:20:37Z,Jason Bryan found one on the street I could hire lol,https://www.facebook.com/MMAMVAUSTRALIA/videos/253581176953165/?comment_id=253582633619686&reply_comment_id=253697826941500,facebook,CommentedOnFacebookActivity
2022-01-27T04:28:21Z,Cal Lazza great. I’ll put it out on all our platforms,https://www.facebook.com/MMAMVAUSTRALIA/posts/476026430784457?comment_id=476048907448876&reply_comment_id=476083174112116,facebook,CommentedOnFacebookActivity
2021-10-21T04:34:15Z,"Woods Cheryl yep I feel you. Unfortunately it’s all part of their mission to get everyone vaccinated. If they make every job mandatory there would be a lot of people out of work and on Centrelink. They can’t have that, so they would need to mandate vaccine for that too 😩",https://www.facebook.com/MMAMVAUSTRALIA/posts/415715186815582?comment_id=415722990148135&reply_comment_id=415770403476727,facebook,CommentedOnFacebookActivity
2021-09-08T21:12:54Z,"For everyone who’s asking. Here is the sign. Print it out and take to all your local businesses. Let’s see how many we can get up (hopefully everywhere). If you’re a small business and see this post, please put up this sign and let us know. They can bring out their vaccine certificates / passports. But let’s see who really supports segregation and who doesn’t. #wedonotdiscriminate #standtogether #freedomkeepers #mmamv #nosegregation",https://www.facebook.com/MMAMVAUSTRALIA/posts/388567866196981,facebook,SharedAPostOnFacebookActivity
2021-12-07T10:41:37Z,"My Interview with event organiser Michael Simms straight after the event ended, talking the good gathering of numbers even remaining thoughtful of the grass! Michael reminds his followers to keep the energy up and moving forward. Then the conversation turned and Simms was afraid to share openly and much rather wanted to talk money and principles. That the event was crowdfunded, even though he refused bribes and principles tend to cost. In the final beats of the interview Simms remained strong, if vigilant, the movement is growing bigger and people will get bought. Just watch. And watch out!",https://www.facebook.com/MMAMVAUSTRALIA/posts/444944377225996,facebook,SharedAPostOnFacebookActivity
2021-10-20T03:26:26Z,Louise Adamson https://fb.watch/8LhrUp-0F_/,https://www.facebook.com/MMAMVAUSTRALIA/posts/415111313542636?comment_id=415115036875597&reply_comment_id=415119493541818,facebook,CommentedOnFacebookActivity
2021-11-27T21:59:21Z,Tom Lockwood did they or did “one of us” set that up intentionally? 🤔,https://www.facebook.com/MMAMVAUSTRALIA/posts/438877757832658?comment_id=438889187831515&reply_comment_id=439248497795584,facebook,CommentedOnFacebookActivity
2021-12-22T21:15:29Z,"Why are our developed and “civilised” countries leading the world in taking the easy way out of everything and bullshitting ourselves about why we do it. That's the reason it’s becoming less and less socially respected to breastfeed in public. It's why nobody will research jabbies. It's why fast food restaurants flourish on every street. It's why people buy fancy workout equipment and weight loss pills that don't work. It’s why everyone says “my kids are fine” but the rate of child suicide, depression and childhood diseases and cancer are through the roof. It’s why the majority are happy to “stay inside” apart from rushing down for their test even when they are not sick. When did it become wrong for a human baby and toddler to drink human milk but ok to drink the milk from another mammal? Is there any other living creature that do that?? Are you awake yet or are you still going to continue to bullshit to yourself??",https://www.facebook.com/MMAMVAUSTRALIA/posts/454322742954826,facebook,PostedOnFacebookActivity
2022-02-07T01:18:56Z,Just went live at the Governor Generals house. Ended the live and it told me he was actually watching. Progress?,https://www.facebook.com/MMAMVAUSTRALIA/posts/482866860100414,facebook,PostedOnFacebookActivity
2021-12-31T03:05:55Z,Live music from tent embassy,https://www.facebook.com/MMAMVAUSTRALIA/videos/1782434268618089/,facebook,PostedOnFacebookActivity
2021-03-04T02:30:59Z,Live chat tonight with activist and musician Vanessa Valentine. Come and find out who the lady behind the guitar really is and why she is so passionate about standing up for her freedoms and yours.,https://www.facebook.com/MMAMVAUSTRALIA/posts/266486178405151,facebook,SharedAPostOnFacebookActivity
2021-09-28T07:24:26Z,,https://www.facebook.com/MMAMVAUSTRALIA/posts/400118601708574?comment_id=586023569198589,facebook,CommentedOnFacebookActivity
